parent,state_code,state,category,term,state_category_percentage,state_category_percentage_label,state_term_percentage,state_term_percentage_label
origin,CA,California,Housing,housing vouchers,0.3008,30.080000000000002%,0.0582,5.82%
origin,CA,California,Housing,temporary shelter,0.3008,30.080000000000002%,0.144,14.399999999999999%
origin,CA,California,Legal,147 other terms,0.0198,1.9800000000000002%,0.2395,23.95%
origin,CA,California,Legal,advocacy & legal aid,0.0198,1.9800000000000002%,0.2908,29.080000000000002%
origin,CA,California,Legal,citizenship & immigration,0.0198,1.9800000000000002%,0.2141,21.41%
origin,CA,California,Legal,discrimination & civil rights,0.0198,1.9800000000000002%,0.0579,5.79%
origin,CA,California,Legal,representation,0.0198,1.9800000000000002%,0.1977,19.77%
origin,CA,California,Money,199 other terms,0.0972,9.7199999999999989%,0.3485,34.849999999999994%
origin,CA,California,Money,financial aid & loans,0.0972,9.7199999999999989%,0.0853,8.53%
origin,CA,California,Money,financial assistance,0.0972,9.7199999999999989%,0.4036,40.36%
origin,CA,California,Money,help pay for car,0.0972,9.7199999999999989%,0.1105,11.05%
origin,CA,California,Money,personal loans,0.0972,9.7199999999999989%,0.0522,5.2200000000000006%
origin,CA,California,Other,18164 other terms,0.0302,3.02%,0.9245,92.45%
origin,CA,California,Other,single parent,0.0302,3.02%,0.0755,7.55%
origin,CA,California,Transit,125 other terms,0.0602,6.02%,0.0611,6.11%
origin,CA,California,Transit,bus passes,0.0602,6.02%,0.1216,12.16%
origin,CA,California,Transit,help pay for gas,0.0602,6.02%,0.1473,14.729999999999999%
origin,CA,California,Transit,help pay for transit,0.0602,6.02%,0.0841,8.41%
origin,CA,California,Transit,transportation,0.0602,6.02%,0.4412,44.12%
origin,CA,California,Transit,transportation for healthcare,0.0602,6.02%,0.1447,14.469999999999999%
origin,CA,California,Work,53 other terms,0.015,1.5%,0.1568,15.68%
origin,CA,California,Work,help find work,0.015,1.5%,0.3146,31.46%
origin,CA,California,Work,job placement,0.015,1.5%,0.5285,52.849999999999994%
"",CA,California,origin,origin,0,"",0,""
origin,CO,Colorado,Care,217 other terms,0.0792,7.9200000000000008%,0.4908,49.08%
origin,CO,Colorado,Care,animal welfare,0.0792,7.9200000000000008%,0.0816,8.16%
origin,CO,Colorado,Care,navigating the system,0.0792,7.9200000000000008%,0.0655,6.5500000000000007%
origin,CO,Colorado,Care,support groups,0.0792,7.9200000000000008%,0.2278,22.78%
origin,CO,Colorado,Care,support network,0.0792,7.9200000000000008%,0.1342,13.420000000000002%
origin,CO,Colorado,Education,51 other terms,0.0357,3.5700000000000003%,0.2192,21.92%
origin,CO,Colorado,Education,english as a second language (esl),0.0357,3.5700000000000003%,0.2595,25.95%
origin,CO,Colorado,Education,ged/high-school equivalency,0.0357,3.5700000000000003%,0.0805,8.05%
origin,CO,Colorado,Education,more education,0.0357,3.5700000000000003%,0.1432,14.32%
origin,CO,Colorado,Education,skills & training,0.0357,3.5700000000000003%,0.1097,10.97%
origin,CO,Colorado,Education,specialized training,0.0357,3.5700000000000003%,0.0825,8.25%
origin,CO,Colorado,Education,supported employment,0.0357,3.5700000000000003%,0.1054,10.54%
origin,CO,Colorado,Food,73 other terms,0.1546,15.459999999999999%,0.1181,11.81%
origin,CO,Colorado,Food,emergency food,0.1546,15.459999999999999%,0.0648,6.4799999999999995%
origin,CO,Colorado,Food,food delivery,0.1546,15.459999999999999%,0.1213,12.13%
origin,CO,Colorado,Food,food pantry,0.1546,15.459999999999999%,0.5573,55.730000000000004%
origin,CO,Colorado,Food,help pay for food,0.1546,15.459999999999999%,0.0762,7.62%
origin,CO,Colorado,Food,meals,0.1546,15.459999999999999%,0.0623,6.23%
origin,CO,Colorado,Goods,210 other terms,0.068,6.8000000000000007%,0.3301,33.01%
origin,CO,Colorado,Goods,baby supplies,0.068,6.8000000000000007%,0.0757,7.57%
origin,CO,Colorado,Goods,clothing,0.068,6.8000000000000007%,0.2739,27.389999999999997%
origin,CO,Colorado,Goods,diapers & formula,0.068,6.8000000000000007%,0.1329,13.29%
origin,CO,Colorado,Goods,furniture,0.068,6.8000000000000007%,0.09,9%
origin,CO,Colorado,Goods,toys & gifts,0.068,6.8000000000000007%,0.0973,9.73%
origin,CO,Colorado,Health,639 other terms,0.1145,11.450000000000001%,0.862,86.2%
origin,CO,Colorado,Health,help pay for healthcare,0.1145,11.450000000000001%,0.0861,8.61%
origin,CO,Colorado,Health,medical care,0.1145,11.450000000000001%,0.0519,5.19%
origin,CO,Colorado,Housing,404 other terms,0.3116,31.16%,0.2617,26.169999999999998%
origin,CO,Colorado,Housing,help find housing,0.3116,31.16%,0.1103,11.03%
origin,CO,Colorado,Housing,help pay for housing,0.3116,31.16%,0.3434,34.339999999999996%
origin,CO,Colorado,Housing,help pay for utilities,0.3116,31.16%,0.1274,12.740000000000002%
origin,CO,Colorado,Housing,housing vouchers,0.3116,31.16%,0.0662,6.6199999999999992%
origin,CO,Colorado,Housing,temporary shelter,0.3116,31.16%,0.091,9.1%
origin,CO,Colorado,Legal,67 other terms,0.0199,1.9900000000000002%,0.2074,20.74%
origin,CO,Colorado,Legal,advocacy & legal aid,0.0199,1.9900000000000002%,0.3142,31.419999999999998%
origin,CO,Colorado,Legal,citizenship & immigration,0.0199,1.9900000000000002%,0.1637,16.37%
origin,CO,Colorado,Legal,discrimination & civil rights,0.0199,1.9900000000000002%,0.0584,5.84%
origin,CO,Colorado,Legal,representation,0.0199,1.9900000000000002%,0.2027,20.27%
origin,CO,Colorado,Legal,translation & interpretation,0.0199,1.9900000000000002%,0.0536,5.36%
origin,CO,Colorado,Money,134 other terms,0.1104,11.04%,0.3398,33.98%
origin,CO,Colorado,Money,financial aid & loans,0.1104,11.04%,0.0783,7.8299999999999992%
origin,CO,Colorado,Money,financial assistance,0.1104,11.04%,0.4406,44.06%
origin,CO,Colorado,Money,help pay for car,0.1104,11.04%,0.1412,14.12%
origin,CO,Colorado,Other,3254 other terms,0.0215,2.15%,1,100%
origin,CO,Colorado,Transit,81 other terms,0.0715,7.1499999999999995%,0.0478,4.78%
origin,CO,Colorado,Transit,bus passes,0.0715,7.1499999999999995%,0.1024,10.24%
origin,CO,Colorado,Transit,help pay for gas,0.0715,7.1499999999999995%,0.1406,14.06%
origin,CO,Colorado,Transit,help pay for transit,0.0715,7.1499999999999995%,0.0902,9.02%
origin,CO,Colorado,Transit,transportation,0.0715,7.1499999999999995%,0.4298,42.980000000000004%
origin,CO,Colorado,Transit,transportation for healthcare,0.0715,7.1499999999999995%,0.1891,18.91%
origin,CO,Colorado,Work,30 other terms,0.013,1.3%,0.1267,12.67%
origin,CO,Colorado,Work,help find work,0.013,1.3%,0.3537,35.370000000000005%
origin,CO,Colorado,Work,job placement,0.013,1.3%,0.5195,51.949999999999996%
"",CO,Colorado,origin,origin,0,"",0,""
origin,CT,Connecticut,Care,174 other terms,0.1016,10.16%,0.4225,42.25%
origin,CT,Connecticut,Care,bereavement,0.1016,10.16%,0.0514,5.1400000000000006%
origin,CT,Connecticut,Care,navigating the system,0.1016,10.16%,0.1091,10.91%
origin,CT,Connecticut,Care,support groups,0.1016,10.16%,0.1512,15.120000000000001%
origin,CT,Connecticut,Care,support network,0.1016,10.16%,0.2657,26.57%
origin,CT,Connecticut,Education,46 other terms,0.045,4.5%,0.2568,25.679999999999996%
origin,CT,Connecticut,Education,english as a second language (esl),0.045,4.5%,0.1866,18.66%
origin,CT,Connecticut,Education,more education,0.045,4.5%,0.28,28.000000000000004%
origin,CT,Connecticut,Education,skills & training,0.045,4.5%,0.2077,20.77%
origin,CT,Connecticut,Education,supported employment,0.045,4.5%,0.0689,6.8900000000000006%
origin,CT,Connecticut,Food,66 other terms,0.1584,15.840000000000002%,0.1693,16.93%
origin,CT,Connecticut,Food,food delivery,0.1584,15.840000000000002%,0.1471,14.71%
origin,CT,Connecticut,Food,food pantry,0.1584,15.840000000000002%,0.5216,52.16%
origin,CT,Connecticut,Food,help pay for food,0.1584,15.840000000000002%,0.0741,7.41%
origin,CT,Connecticut,Food,meals,0.1584,15.840000000000002%,0.0878,8.7800000000000011%
origin,CT,Connecticut,Goods,165 other terms,0.0652,6.52%,0.2133,21.33%
origin,CT,Connecticut,Goods,baby supplies,0.0652,6.52%,0.0751,7.51%
origin,CT,Connecticut,Goods,clothing,0.0652,6.52%,0.2877,28.77%
origin,CT,Connecticut,Goods,diapers & formula,0.0652,6.52%,0.1264,12.64%
origin,CT,Connecticut,Goods,furniture,0.0652,6.52%,0.1026,10.26%
origin,CT,Connecticut,Goods,home goods,0.0652,6.52%,0.0584,5.84%
origin,CT,Connecticut,Goods,toys & gifts,0.0652,6.52%,0.1366,13.66%
origin,CT,Connecticut,Health,524 other terms,0.1392,13.919999999999998%,0.5203,52.03%
origin,CT,Connecticut,Health,community support services,0.1392,13.919999999999998%,0.0787,7.870000000000001%
origin,CT,Connecticut,Health,health education,0.1392,13.919999999999998%,0.0615,6.15%
origin,CT,Connecticut,Health,help pay for healthcare,0.1392,13.919999999999998%,0.1087,10.870000000000001%
origin,CT,Connecticut,Health,medical care,0.1392,13.919999999999998%,0.1011,10.11%
origin,CT,Connecticut,Health,medical supplies,0.1392,13.919999999999998%,0.0612,6.12%
origin,CT,Connecticut,Health,mental health care,0.1392,13.919999999999998%,0.0685,6.8500000000000005%
origin,CT,Connecticut,Housing,341 other terms,0.2617,26.169999999999998%,0.3299,32.99%
origin,CT,Connecticut,Housing,help find housing,0.2617,26.169999999999998%,0.0901,9.01%
origin,CT,Connecticut,Housing,help pay for housing,0.2617,26.169999999999998%,0.2264,22.64%
origin,CT,Connecticut,Housing,help pay for utilities,0.2617,26.169999999999998%,0.1638,16.38%
origin,CT,Connecticut,Housing,housing vouchers,0.2617,26.169999999999998%,0.0763,7.6300000000000008%
origin,CT,Connecticut,Housing,temporary shelter,0.2617,26.169999999999998%,0.1134,11.34%
origin,CT,Connecticut,Legal,45 other terms,0.0173,1.73%,0.1421,14.21%
origin,CT,Connecticut,Legal,advocacy & legal aid,0.0173,1.73%,0.417,41.699999999999996%
origin,CT,Connecticut,Legal,citizenship & immigration,0.0173,1.73%,0.1764,17.64%
origin,CT,Connecticut,Legal,legal,0.0173,1.73%,0.0512,5.12%
origin,CT,Connecticut,Legal,representation,0.0173,1.73%,0.16,16%
origin,CT,Connecticut,Legal,translation & interpretation,0.0173,1.73%,0.0533,5.33%
origin,CT,Connecticut,Money,103 other terms,0.115,11.5%,0.355,35.5%
origin,CT,Connecticut,Money,financial assistance,0.115,11.5%,0.5119,51.190000000000005%
origin,CT,Connecticut,Money,government benefits,0.115,11.5%,0.0532,5.3199999999999994%
origin,CT,Connecticut,Money,help pay for car,0.115,11.5%,0.0799,7.99%
origin,CT,Connecticut,Other,1626 other terms,0.0145,1.4500000000000002%,1,100%
origin,CT,Connecticut,Transit,66 other terms,0.0694,6.94%,0.0534,5.34%
origin,CT,Connecticut,Transit,bus passes,0.0694,6.94%,0.0869,8.6900000000000013%
origin,CT,Connecticut,Transit,help pay for gas,0.0694,6.94%,0.0652,6.52%
origin,CT,Connecticut,Transit,help pay for transit,0.0694,6.94%,0.0849,8.49%
origin,CT,Connecticut,Transit,transportation,0.0694,6.94%,0.4493,44.93%
origin,CT,Connecticut,Transit,transportation for healthcare,0.0694,6.94%,0.2602,26.02%
origin,CT,Connecticut,Work,18 other terms,0.0128,1.28%,0.0754,7.5399999999999991%
origin,CT,Connecticut,Work,help find work,0.0128,1.28%,0.3929,39.290000000000006%
origin,CT,Connecticut,Work,job placement,0.0128,1.28%,0.4418,44.18%
origin,CT,Connecticut,Work,work,0.0128,1.28%,0.0899,8.99%
"",CT,Connecticut,origin,origin,0,"",0,""
origin,DC,District of Columbia,Care,152 other terms,0.0532,5.3199999999999994%,0.4903,49.03%
origin,DC,District of Columbia,Care,bereavement,0.0532,5.3199999999999994%,0.0609,6.09%
origin,DC,District of Columbia,Care,burial & funeral help,0.0532,5.3199999999999994%,0.1391,13.91%
origin,DC,District of Columbia,Care,case management,0.0532,5.3199999999999994%,0.084,8.4%
origin,DC,District of Columbia,Care,pet,0.0532,5.3199999999999994%,0.0686,6.8599999999999994%
origin,DC,District of Columbia,Care,support groups,0.0532,5.3199999999999994%,0.0698,6.98%
origin,DC,District of Columbia,Care,support network,0.0532,5.3199999999999994%,0.0873,8.73%
origin,DC,District of Columbia,Education,46 other terms,0.0271,2.71%,0.2458,24.58%
origin,DC,District of Columbia,Education,computer class,0.0271,2.71%,0.0852,8.52%
origin,DC,District of Columbia,Education,more education,0.0271,2.71%,0.1007,10.07%
origin,DC,District of Columbia,Education,skills & training,0.0271,2.71%,0.1727,17.27%
origin,DC,District of Columbia,Education,specialized training,0.0271,2.71%,0.1555,15.55%
origin,DC,District of Columbia,Education,supported employment,0.0271,2.71%,0.1786,17.86%
origin,DC,District of Columbia,Education,tutoring,0.0271,2.71%,0.0615,6.15%
origin,DC,District of Columbia,Food,70 other terms,0.1587,15.870000000000001%,0.21,21%
origin,DC,District of Columbia,Food,emergency food,0.1587,15.870000000000001%,0.1239,12.389999999999999%
origin,DC,District of Columbia,Food,food delivery,0.1587,15.870000000000001%,0.1751,17.51%
origin,DC,District of Columbia,Food,food pantry,0.1587,15.870000000000001%,0.4231,42.309999999999995%
origin,DC,District of Columbia,Food,help pay for food,0.1587,15.870000000000001%,0.0679,6.79%
origin,DC,District of Columbia,Goods,174 other terms,0.1063,10.63%,0.2418,24.18%
origin,DC,District of Columbia,Goods,baby supplies,0.1063,10.63%,0.0948,9.48%
origin,DC,District of Columbia,Goods,clothing,0.1063,10.63%,0.1643,16.43%
origin,DC,District of Columbia,Goods,computer,0.1063,10.63%,0.0613,6.13%
origin,DC,District of Columbia,Goods,diapers & formula,0.1063,10.63%,0.1262,12.620000000000001%
origin,DC,District of Columbia,Goods,furniture,0.1063,10.63%,0.1292,12.920000000000002%
origin,DC,District of Columbia,Goods,personal care items,0.1063,10.63%,0.066,6.6000000000000005%
origin,DC,District of Columbia,Goods,toys & gifts,0.1063,10.63%,0.1165,11.65%
origin,DC,District of Columbia,Health,411 other terms,0.102,10.2%,0.8023,80.23%
origin,DC,District of Columbia,Health,dental care,0.102,10.2%,0.0607,6.0699999999999994%
origin,DC,District of Columbia,Health,hiv testing,0.102,10.2%,0.137,13.700000000000001%
origin,DC,District of Columbia,Housing,281 other terms,0.2634,26.340000000000003%,0.4323,43.230000000000004%
origin,DC,District of Columbia,Housing,help find housing,0.2634,26.340000000000003%,0.159,15.9%
origin,DC,District of Columbia,Housing,help pay for housing,0.2634,26.340000000000003%,0.1541,15.409999999999998%
origin,DC,District of Columbia,Housing,help pay for utilities,0.2634,26.340000000000003%,0.1493,14.93%
origin,DC,District of Columbia,Housing,rent,0.2634,26.340000000000003%,0.0531,5.3100000000000005%
origin,DC,District of Columbia,Housing,temporary shelter,0.2634,26.340000000000003%,0.0522,5.2200000000000006%
origin,DC,District of Columbia,Legal,52 other terms,0.014,1.4000000000000001%,0.3103,31.03%
origin,DC,District of Columbia,Legal,advocacy & legal aid,0.014,1.4000000000000001%,0.1711,17.11%
origin,DC,District of Columbia,Legal,citizenship & immigration,0.014,1.4000000000000001%,0.1147,11.469999999999999%
origin,DC,District of Columbia,Legal,discrimination & civil rights,0.014,1.4000000000000001%,0.0538,5.38%
origin,DC,District of Columbia,Legal,representation,0.014,1.4000000000000001%,0.2951,29.509999999999998%
origin,DC,District of Columbia,Legal,workplace rights,0.014,1.4000000000000001%,0.0549,5.4899999999999993%
origin,DC,District of Columbia,Money,94 other terms,0.1421,14.21%,0.301,30.099999999999998%
origin,DC,District of Columbia,Money,financial aid & loans,0.1421,14.21%,0.0695,6.9500000000000011%
origin,DC,District of Columbia,Money,financial assistance,0.1421,14.21%,0.2859,28.59%
origin,DC,District of Columbia,Money,help pay for car,0.1421,14.21%,0.0813,8.129999999999999%
origin,DC,District of Columbia,Money,understand government programs,0.1421,14.21%,0.2623,26.229999999999997%
origin,DC,District of Columbia,Other,1584 other terms,0.0533,5.33%,0.87,87%
origin,DC,District of Columbia,Other,applications ,0.0533,5.33%,0.0511,5.11%
origin,DC,District of Columbia,Other,single parent,0.0533,5.33%,0.0789,7.89%
origin,DC,District of Columbia,Transit,51 other terms,0.0554,5.54%,0.1091,10.91%
origin,DC,District of Columbia,Transit,bus passes,0.0554,5.54%,0.1156,11.559999999999999%
origin,DC,District of Columbia,Transit,help pay for gas,0.0554,5.54%,0.1041,10.41%
origin,DC,District of Columbia,Transit,help pay for transit,0.0554,5.54%,0.1236,12.36%
origin,DC,District of Columbia,Transit,transportation,0.0554,5.54%,0.3471,34.71%
origin,DC,District of Columbia,Transit,transportation for healthcare,0.0554,5.54%,0.2005,20.05%
origin,DC,District of Columbia,Work,28 other terms,0.0245,2.45%,0.1327,13.270000000000001%
origin,DC,District of Columbia,Work,help find work,0.0245,2.45%,0.2471,24.709999999999997%
origin,DC,District of Columbia,Work,job placement,0.0245,2.45%,0.5303,53.03%
origin,DC,District of Columbia,Work,job training,0.0245,2.45%,0.0898,8.98%
"",DC,District of Columbia,origin,origin,0,"",0,""
origin,DE,Delaware,Care,131 other terms,0.0907,9.07%,0.3615,36.15%
origin,DE,Delaware,Care,navigating the system,0.0907,9.07%,0.1351,13.51%
origin,DE,Delaware,Care,support groups,0.0907,9.07%,0.1476,14.760000000000002%
origin,DE,Delaware,Care,support network,0.0907,9.07%,0.3557,35.57%
origin,DE,Delaware,Education,36 other terms,0.0368,3.6799999999999997%,0.2192,21.92%
origin,DE,Delaware,Education,more education,0.0368,3.6799999999999997%,0.3876,38.76%
origin,DE,Delaware,Education,skills & training,0.0368,3.6799999999999997%,0.2539,25.39%
origin,DE,Delaware,Education,specialized training,0.0368,3.6799999999999997%,0.0535,5.35%
origin,DE,Delaware,Education,supported employment,0.0368,3.6799999999999997%,0.0857,8.57%
origin,DE,Delaware,Food,49 other terms,0.1722,17.22%,0.0976,9.76%
origin,DE,Delaware,Food,emergency food,0.1722,17.22%,0.0838,8.38%
origin,DE,Delaware,Food,food delivery,0.1722,17.22%,0.0997,9.9699999999999989%
origin,DE,Delaware,Food,food pantry,0.1722,17.22%,0.5982,59.819999999999993%
origin,DE,Delaware,Food,help pay for food,0.1722,17.22%,0.0685,6.8500000000000005%
origin,DE,Delaware,Food,meals,0.1722,17.22%,0.0522,5.2200000000000006%
origin,DE,Delaware,Goods,146 other terms,0.0662,6.6199999999999992%,0.23,23%
origin,DE,Delaware,Goods,baby supplies,0.0662,6.6199999999999992%,0.1,10%
origin,DE,Delaware,Goods,clothing,0.0662,6.6199999999999992%,0.2712,27.12%
origin,DE,Delaware,Goods,diapers & formula,0.0662,6.6199999999999992%,0.1062,10.620000000000001%
origin,DE,Delaware,Goods,furniture,0.0662,6.6199999999999992%,0.1055,10.549999999999999%
origin,DE,Delaware,Goods,home goods,0.0662,6.6199999999999992%,0.0515,5.1499999999999995%
origin,DE,Delaware,Goods,toys & gifts,0.0662,6.6199999999999992%,0.1355,13.55%
origin,DE,Delaware,Health,387 other terms,0.14,14.000000000000002%,0.4963,49.63%
origin,DE,Delaware,Health,dental care,0.14,14.000000000000002%,0.0714,7.1400000000000006%
origin,DE,Delaware,Health,health education,0.14,14.000000000000002%,0.0739,7.39%
origin,DE,Delaware,Health,help pay for healthcare,0.14,14.000000000000002%,0.1159,11.59%
origin,DE,Delaware,Health,medical care,0.14,14.000000000000002%,0.116,11.600000000000001%
origin,DE,Delaware,Health,medical supplies,0.14,14.000000000000002%,0.0542,5.42%
origin,DE,Delaware,Health,mental health care,0.14,14.000000000000002%,0.0723,7.23%
origin,DE,Delaware,Housing,248 other terms,0.2816,28.16%,0.3486,34.86%
origin,DE,Delaware,Housing,help find housing,0.2816,28.16%,0.1121,11.21%
origin,DE,Delaware,Housing,help pay for housing,0.2816,28.16%,0.1966,19.66%
origin,DE,Delaware,Housing,help pay for utilities,0.2816,28.16%,0.2041,20.41%
origin,DE,Delaware,Housing,temporary shelter,0.2816,28.16%,0.1387,13.87%
origin,DE,Delaware,Legal,37 other terms,0.0156,1.5599999999999998%,0.231,23.1%
origin,DE,Delaware,Legal,advocacy & legal aid,0.0156,1.5599999999999998%,0.4348,43.480000000000004%
origin,DE,Delaware,Legal,citizenship & immigration,0.0156,1.5599999999999998%,0.1179,11.790000000000001%
origin,DE,Delaware,Legal,representation,0.0156,1.5599999999999998%,0.1544,15.440000000000001%
origin,DE,Delaware,Legal,translation & interpretation,0.0156,1.5599999999999998%,0.0619,6.1899999999999995%
